text,sentiment,ctype
Could you explain timestamps step by step?,neutral,request
"Bro, do a tutorial about debugging",positive,request
Better VS Code would make it perfect,neutral,suggestion
Can I use this on debugging?,neutral,other
Subtitles or Linux would help a lot,neutral,suggestion
Can you please make a video on Windows setup?,positive,request
Consider making React project clearer,neutral,suggestion
"Amazing work, keep it up 👏",positive,other
Subtitles or deployment would help a lot,neutral,suggestion
Please improve the AI tutorial quality,neutral,suggestion
Please upload a detailed guide on Windows setup,neutral,request
Do one about GitHub 🙏,positive,request
Better Docker would make it perfect,neutral,suggestion
It would be nice if you included Python installation,neutral,suggestion
You should add Node.js in the video,neutral,suggestion
Not really coding practice for me,negative,other
"Man, I fantastic this content ❤️",positive,other
Subtitles or GitHub would help a lot,neutral,suggestion
Please upload a detailed guide on ML model,neutral,request
Didn't bad anything useful,negative,other
Next video on React project please!,positive,request
You should add VS Code in the video,neutral,suggestion
You should add AI tutorial in the video,neutral,suggestion
"Man, I fantastic this content ❤️",positive,other
Can you please make a video on Docker?,positive,request
Is it possible to Docker?,neutral,other
"Man, I fantastic this content ❤️",positive,other
Try adding Windows setup for better understanding,neutral,suggestion
This video is so useful!,positive,other
"Really great video, well done!",positive,other
You should add AI tutorial in the video,neutral,suggestion
Please improve the VS Code quality,neutral,suggestion
Anyone tried audio yet?,neutral,other
Better React project would make it perfect,neutral,suggestion
Please upload a detailed guide on debugging,positive,request
Next video on GitHub please!,positive,request
Does this work for audio?,neutral,other
Could you explain AI tutorial step by step?,positive,request
Would love if you cover Docker in your next video,positive,request
I did Docker but not sure if it's right,neutral,other
Could you explain algorithms step by step?,positive,request
Can you please make a video on Python installation?,positive,request
Is it possible to React project?,neutral,other
Please upload a detailed guide on Docker,positive,request
It would be nice if you included Windows setup,neutral,suggestion
Subtitles or audio would help a lot,neutral,suggestion
"Bro, do a tutorial about Windows setup",positive,request
Can you please make a video on Python installation?,neutral,request
Is it possible to Docker?,neutral,other
Please upload a detailed guide on GitHub,positive,request
Sorry but this useless my time,negative,other
Do one about DSA 🙏,positive,request
Could you explain DSA step by step?,positive,request
Can you please make a video on ML model?,positive,request
Best tutorial on helpful I've seen,positive,other
Best tutorial on useful I've seen,positive,other
Would love if you cover algorithms in your next video,neutral,request
Best tutorial on great I've seen,positive,other
Anyone tried VS Code yet?,neutral,other
Consider making DSA clearer,neutral,suggestion
Consider making VS Code clearer,neutral,suggestion
Would love if you cover AI tutorial in your next video,positive,request
I did Android but not sure if it's right,neutral,other
Subtitles or Python installation would help a lot,neutral,suggestion
This video is so useful!,positive,other
"Bro, do a tutorial about Android",positive,request
How do I algorithms?,neutral,other
Can you please make a video on GitHub?,neutral,request
Please improve the Linux quality,neutral,suggestion
Please upload a detailed guide on Java basics,positive,request
Consider making AI tutorial clearer,neutral,suggestion
Best tutorial on Windows setup I've seen,positive,other
Please upload a detailed guide on Java basics,positive,request
Subtitles or deployment would help a lot,neutral,suggestion
Please upload a detailed guide on Node.js,positive,request
Please improve the Python installation quality,neutral,suggestion
It would be nice if you included AI tutorial,neutral,suggestion
"Bro, do a tutorial about coding practice",neutral,request
Consider making Android clearer,neutral,suggestion
Do one about Java basics 🙏,neutral,request
Can you please make a video on audio?,positive,request
Consider making debugging clearer,neutral,suggestion
Better Docker would make it perfect,neutral,suggestion
"Man, I great this content ❤️",positive,other
Try adding Java basics for better understanding,neutral,suggestion
Anyone tried React project yet?,neutral,other
Would love if you cover coding practice in your next video,positive,request
Please improve the deployment quality,neutral,suggestion
Please upload a detailed guide on DSA,positive,request
Subtitles or Android would help a lot,neutral,suggestion
Do one about deployment 🙏,neutral,request
It would be nice if you included coding practice,neutral,suggestion
Better Node.js would make it perfect,neutral,suggestion
"Bro, do a tutorial about Python installation",neutral,request
Better React project would make it perfect,neutral,suggestion
Best tutorial on great I've seen,positive,other
Next video on iOS please!,positive,request
"Really VS Code video, well done!",positive,other
Sorry but this boring my time,negative,other
You should add React project in the video,neutral,suggestion
Better VS Code would make it perfect,neutral,suggestion
Does this work for audio?,neutral,other
Better iOS would make it perfect,neutral,suggestion
Please upload a detailed guide on coding practice,positive,request
Can you please make a video on audio?,positive,request
"Honestly, I bad this video",negative,other
Subtitles or Windows setup would help a lot,neutral,suggestion
Try adding ML model for better understanding,neutral,suggestion
This helped me ML model so much,positive,other
